*#dd/mm/yyy#hh:mm#;#,#MIG52-17/0003-6C#E. South America Standard Time#
10/03/2021 16:30;WindSpeedM60;6,98305084745763;;;
10/03/2021 16:30;WindDirectionM60;26,7944952564391;;;
10/03/2021 16:30;RainM60;0;;;
10/03/2021 16:30;TemperatureM60;26,6983050847458;;;
10/03/2021 16:30;SolarRadiationM60;36,1135593220339;;;
10/03/2021 16:30;HumidityM60;67,9254237288136;;;
10/03/2021 16:30;BaroM60;1030,2813559322;;;
10/03/2021 16:30;WindGustM60;7,08474576271186;;;
10/03/2021 15:17;TemperatureM05;26,82;;;
10/03/2021 15:22;TemperatureM05;26,68;;;
10/03/2021 15:27;TemperatureM05;26,62;;;
10/03/2021 15:32;TemperatureM05;26,58;;;
10/03/2021 15:37;TemperatureM05;26,5;;;
10/03/2021 15:42;TemperatureM05;26,64;;;
10/03/2021 15:47;TemperatureM05;26,56;;;
10/03/2021 15:52;TemperatureM05;26,52;;;
10/03/2021 15:57;TemperatureM05;26,52;;;
10/03/2021 16:02;TemperatureM05;26,36;;;
10/03/2021 16:07;TemperatureM05;26,34;;;
10/03/2021 16:12;TemperatureM05;26,04;;;
10/03/2021 16:17;TemperatureM05;26,08;;;
10/03/2021 16:22;TemperatureM05;26,06;;;
10/03/2021 16:27;TemperatureM05;26,06;;;
10/03/2021 15:17;RainM05;0;;;
10/03/2021 15:22;RainM05;0;;;
10/03/2021 15:27;RainM05;0;;;
10/03/2021 15:32;RainM05;0;;;
10/03/2021 15:37;RainM05;0;;;
10/03/2021 15:42;RainM05;0;;;
10/03/2021 15:47;RainM05;0;;;
10/03/2021 15:52;RainM05;0;;;
10/03/2021 15:57;RainM05;0;;;
10/03/2021 16:02;RainM05;0;;;
10/03/2021 16:07;RainM05;0;;;
10/03/2021 16:12;RainM05;0;;;
10/03/2021 16:17;RainM05;0;;;
10/03/2021 16:22;RainM05;0;;;
10/03/2021 16:27;RainM05;0;;;
10/03/2021 15:17;WindSpeedM05;6,36;;;
10/03/2021 15:22;WindSpeedM05;6,14;;;
10/03/2021 15:27;WindSpeedM05;6,98;;;
10/03/2021 15:32;WindSpeedM05;5,72;;;
10/03/2021 15:37;WindSpeedM05;5,225;;;
10/03/2021 15:42;WindSpeedM05;5,28;;;
10/03/2021 15:47;WindSpeedM05;5,7;;;
10/03/2021 15:52;WindSpeedM05;7,2;;;
10/03/2021 15:57;WindSpeedM05;10,22;;;
10/03/2021 16:02;WindSpeedM05;9,78;;;
10/03/2021 16:07;WindSpeedM05;9,58;;;
10/03/2021 16:12;WindSpeedM05;9,36;;;
10/03/2021 16:17;WindSpeedM05;6,78;;;
10/03/2021 16:22;WindSpeedM05;5,68;;;
10/03/2021 16:27;WindSpeedM05;4,84;;;
10/03/2021 15:17;WindDirectionM05;37,6241410281813;;;
10/03/2021 15:22;WindDirectionM05;24,4841849479572;;;
10/03/2021 15:27;WindDirectionM05;26,309527273086;;;
10/03/2021 15:32;WindDirectionM05;37,0085902761508;;;
10/03/2021 15:37;WindDirectionM05;14,094306881093;;;
10/03/2021 15:42;WindDirectionM05;22,9582883517285;;;
10/03/2021 15:47;WindDirectionM05;7,34255630084639;;;
10/03/2021 15:52;WindDirectionM05;39,6980818129828;;;
10/03/2021 15:57;WindDirectionM05;11,0337870306014;;;
10/03/2021 16:02;WindDirectionM05;32,4106166950944;;;
10/03/2021 16:07;WindDirectionM05;23,5020698617032;;;
10/03/2021 16:12;WindDirectionM05;14,8612311199182;;;
10/03/2021 16:17;WindDirectionM05;14,8225044939649;;;
10/03/2021 16:22;WindDirectionM05;17,2900297549745;;;
10/03/2021 16:27;WindDirectionM05;16,9806461565948;;;
10/03/2021 15:17;WindGustM05;6,42;;;
10/03/2021 15:22;WindGustM05;5,7;;;
10/03/2021 15:27;WindGustM05;6,92;;;
10/03/2021 15:32;WindGustM05;5,92;;;
10/03/2021 15:37;WindGustM05;5,475;;;
10/03/2021 15:42;WindGustM05;5,6;;;
10/03/2021 15:47;WindGustM05;6,14;;;
10/03/2021 15:52;WindGustM05;7,7;;;
10/03/2021 15:57;WindGustM05;10,5;;;
10/03/2021 16:02;WindGustM05;10,36;;;
10/03/2021 16:07;WindGustM05;9,5;;;
10/03/2021 16:12;WindGustM05;9,12;;;
10/03/2021 16:17;WindGustM05;7,36;;;
10/03/2021 16:22;WindGustM05;5,88;;;
10/03/2021 16:27;WindGustM05;5,2;;;
10/03/2021 15:17;SolarRadiationM05;32,5;;;
10/03/2021 15:22;SolarRadiationM05;28,26;;;
10/03/2021 15:27;SolarRadiationM05;29,74;;;
10/03/2021 15:32;SolarRadiationM05;34,26;;;
10/03/2021 15:37;SolarRadiationM05;42,075;;;
10/03/2021 15:42;SolarRadiationM05;39,22;;;
10/03/2021 15:47;SolarRadiationM05;33,64;;;
10/03/2021 15:52;SolarRadiationM05;34,58;;;
10/03/2021 15:57;SolarRadiationM05;16,94;;;
10/03/2021 16:02;SolarRadiationM05;5,56;;;
10/03/2021 16:07;SolarRadiationM05;6,44;;;
10/03/2021 16:12;SolarRadiationM05;0;;;
10/03/2021 16:17;SolarRadiationM05;0;;;
10/03/2021 16:22;SolarRadiationM05;0;;;
10/03/2021 16:27;SolarRadiationM05;0;;;
10/03/2021 15:17;HumidityM05;66,8;;;
10/03/2021 15:22;HumidityM05;67,24;;;
10/03/2021 15:27;HumidityM05;67,78;;;
10/03/2021 15:32;HumidityM05;68,2;;;
10/03/2021 15:37;HumidityM05;68,475;;;
10/03/2021 15:42;HumidityM05;68,72;;;
10/03/2021 15:47;HumidityM05;68,82;;;
10/03/2021 15:52;HumidityM05;68,98;;;
10/03/2021 15:57;HumidityM05;69,04;;;
10/03/2021 16:02;HumidityM05;69,06;;;
10/03/2021 16:07;HumidityM05;69,18;;;
10/03/2021 16:12;HumidityM05;69,2;;;
10/03/2021 16:17;HumidityM05;69,32;;;
10/03/2021 16:22;HumidityM05;69,54;;;
10/03/2021 16:27;HumidityM05;69,8;;;
10/03/2021 15:17;BaroM05;1030,18;;;
10/03/2021 15:22;BaroM05;1030,26;;;
10/03/2021 15:27;BaroM05;1030,22;;;
10/03/2021 15:32;BaroM05;1030,14;;;
10/03/2021 15:37;BaroM05;1030,125;;;
10/03/2021 15:42;BaroM05;1030,3;;;
10/03/2021 15:47;BaroM05;1030,3;;;
10/03/2021 15:52;BaroM05;1030,42;;;
10/03/2021 15:57;BaroM05;1030,46;;;
10/03/2021 16:02;BaroM05;1030,44;;;
10/03/2021 16:07;BaroM05;1030,48;;;
10/03/2021 16:12;BaroM05;1030,44;;;
10/03/2021 16:17;BaroM05;1030,66;;;
10/03/2021 16:22;BaroM05;1030,66;;;
10/03/2021 16:27;BaroM05;1030,78;;;
